Order ID,Order Date,Ship Date,EmailID,Country,City,State,Revenue,Quantity,Profit,Month-Year,Shipping_Duration,,Profit_Margin,Category,Product Name
CA-2011-143336,8/27/2011,9/1/2011,ZuschussDonatelli@gmail.com,United States,San Francisco,California,8.56,2,2.48,August 2011,5,,29%,Art,Newell 341
CA-2011-143336,8/27/2011,9/1/2011,ZuschussDonatelli@gmail.com,United States,San Francisco,California,213.48,3,16.01,August 2011,5,,7%,Phones,Cisco SPA 501G IP Phone
CA-2011-143336,8/27/2011,9/1/2011,ZuschussDonatelli@gmail.com,United States,San Francisco,California,22.72,4,7.38,August 2011,5,,32%,Binders,"Wilson Jones Hanging View Binder, White, 1"""
CA-2012-106320,9/25/2012,9/30/2012,EmilyBurns@gmail.com,United States,Orem,Utah,1044.63,3,240.26,September 2012,5,,23%,Tables,Bretford CR4500 Series Slim Rectangular Table
CA-2013-121755,1/16/2013,1/20/2013,EricHoffmann@gmail.com,United States,Los Angeles,California,11.65,2,4.22,January 2013,4,,36%,Binders,Wilson Jones Active Use Binders
CA-2013-121755,1/16/2013,1/20/2013,EricHoffmann@gmail.com,United States,Los Angeles,California,90.57,3,11.77,January 2013,4,,13%,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive
CA-2013-101343,7/18/2013,7/23/2013,RubenAusman@gmail.com,United States,Los Angeles,California,77.88,2,3.89,July 2013,5,,5%,Storage,"Eldon Base for stackable storage shelf, platinum"
CA-2012-135545,11/24/2012,11/30/2012,KunstMiller@gmail.com,United States,Los Angeles,California,13.98,2,6.15,November 2012,6,,44%,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack"
CA-2012-135545,11/24/2012,11/30/2012,KunstMiller@gmail.com,United States,Los Angeles,California,25.82,6,9.36,November 2012,6,,36%,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11"""
CA-2012-135545,11/24/2012,11/30/2012,KunstMiller@gmail.com,United States,Los Angeles,California,146.73,3,68.96,November 2012,6,,47%,Paper,Xerox 1943
CA-2012-135545,11/24/2012,11/30/2012,KunstMiller@gmail.com,United States,Los Angeles,California,79.76,4,22.33,November 2012,6,,28%,Furnishings,Luxo Economy Swing Arm Lamp
CA-2011-106376,12/5/2011,12/10/2011,BrendanSweed@gmail.com,United States,Gilbert,Arizona,1113.02,8,111.3,December 2011,5,,10%,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige"
CA-2011-106376,12/5/2011,12/10/2011,BrendanSweed@gmail.com,United States,Gilbert,Arizona,167.97,4,62.99,December 2011,5,,38%,Phones,netTALK DUO VoIP Telephone Service
CA-2011-139451,10/12/2011,10/16/2011,DuaneNoonan@gmail.com,United States,San Francisco,California,14.9,5,4.17,October 2011,4,,28%,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind"
CA-2011-139451,10/12/2011,10/16/2011,DuaneNoonan@gmail.com,United States,San Francisco,California,21.39,1,6.2,October 2011,4,,29%,Storage,"Sortfiler Multipurpose Personal File Organizer, Black"
CA-2013-109806,9/18/2013,9/23/2013,JimSink@gmail.com,United States,Los Angeles,California,20.1,3,6.63,September 2013,5,,33%,Art,Turquoise Lead Holder with Pocket Clip
CA-2013-109806,9/18/2013,9/23/2013,JimSink@gmail.com,United States,Los Angeles,California,73.58,2,8.28,September 2013,5,,11%,Phones,Panasonic Kx-TS550
CA-2013-109806,9/18/2013,9/23/2013,JimSink@gmail.com,United States,Los Angeles,California,6.48,1,3.11,September 2013,5,,48%,Paper,Xerox 1995
US-2014-109484,11/7/2014,11/13/2014,RogerBarcio@gmail.com,United States,Portland,Oregon,5.68,1,-3.79,November 2014,6,,-67%,Binders,Flexible Leather- Look Classic Collection Ring Binder
CA-2014-157833,6/18/2014,6/21/2014,KatherineDucich@gmail.com,United States,San Francisco,California,51.31,3,17.96,June 2014,3,,35%,Binders,Trimflex Flexible Post Binders
US-2012-156867,11/13/2012,11/17/2012,LenaCacioppo@gmail.com,United States,Aurora,Colorado,238.9,6,-26.88,November 2012,4,,-11%,Accessories,Logitech K350 2.4Ghz Wireless Keyboard
US-2012-156867,11/13/2012,11/17/2012,LenaCacioppo@gmail.com,United States,Aurora,Colorado,102.36,3,-3.84,November 2012,4,,-4%,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting"
US-2012-156867,11/13/2012,11/17/2012,LenaCacioppo@gmail.com,United States,Aurora,Colorado,36.88,3,-25.82,November 2012,4,,-70%,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets"
CA-2012-110457,3/2/2012,3/6/2012,DaveKipp@gmail.com,United States,Seattle,Washington,787.53,3,165.38,March 2012,4,,21%,Tables,Hon Racetrack Conference Tables
US-2014-107272,11/6/2014,11/13/2014,TroyStaebel@gmail.com,United States,Phoenix,Arizona,2.39,2,-1.83,November 2014,7,,-77%,Binders,"Avery Durable Slant Ring Binders, No Labels"
US-2014-107272,11/6/2014,11/13/2014,TroyStaebel@gmail.com,United States,Phoenix,Arizona,243.99,7,30.5,November 2014,7,,13%,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black"
US-2013-125969,11/7/2013,11/11/2013,LindsayShagiari@gmail.com,United States,Los Angeles,California,81.42,2,-9.16,November 2013,4,,-11%,Chairs,"Global Task Chair, Black"
US-2013-125969,11/7/2013,11/11/2013,LindsayShagiari@gmail.com,United States,Los Angeles,California,238.56,3,26.24,November 2013,4,,11%,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets
CA-2013-145583,10/14/2013,10/20/2013,LenaCreighton@gmail.com,United States,Roseville,California,20.04,3,9.62,October 2013,6,,48%,Paper,Xerox 195
CA-2013-145583,10/14/2013,10/20/2013,LenaCreighton@gmail.com,United States,Roseville,California,35.44,1,16.66,October 2013,6,,47%,Paper,Xerox 1880
CA-2013-145583,10/14/2013,10/20/2013,LenaCreighton@gmail.com,United States,Roseville,California,11.52,4,3.46,October 2013,6,,30%,Art,"Sanford Colorific Colored Pencils, 12/Box"
CA-2013-145583,10/14/2013,10/20/2013,LenaCreighton@gmail.com,United States,Roseville,California,4.02,2,1.97,October 2013,6,,49%,Fasteners,Ideal Clamps
CA-2013-145583,10/14/2013,10/20/2013,LenaCreighton@gmail.com,United States,Roseville,California,76.18,3,26.66,October 2013,6,,35%,Binders,GBC Wire Binding Strips
CA-2013-145583,10/14/2013,10/20/2013,LenaCreighton@gmail.com,United States,Roseville,California,65.88,6,18.45,October 2013,6,,28%,Supplies,Fiskars Softgrip Scissors
CA-2013-145583,10/14/2013,10/20/2013,LenaCreighton@gmail.com,United States,Roseville,California,43.12,14,20.7,October 2013,6,,48%,Furnishings,Longer-Life Soft White Bulbs
CA-2014-106180,9/19/2014,9/24/2014,SallyHughsby@gmail.com,United States,San Francisco,California,8.82,3,2.38,September 2014,5,,27%,Art,Newell 343
CA-2014-106180,9/19/2014,9/24/2014,SallyHughsby@gmail.com,United States,San Francisco,California,10.86,3,5.1,September 2014,5,,47%,Envelopes,Convenience Packs of Business Envelopes
CA-2014-106180,9/19/2014,9/24/2014,SallyHughsby@gmail.com,United States,San Francisco,California,143.7,3,68.98,September 2014,5,,48%,Paper,Xerox 1911
CA-2012-110744,9/7/2012,9/12/2012,HelenAndreada@gmail.com,United States,Pasadena,California,671.93,7,20.16,September 2012,5,,3%,Storage,Safco Industrial Wire Shelving
CA-2013-158834,3/14/2013,3/17/2013,TamaraWillingham@gmail.com,United States,Scottsdale,Arizona,157.92,5,17.77,March 2013,3,,11%,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection
CA-2013-158834,3/14/2013,3/17/2013,TamaraWillingham@gmail.com,United States,Scottsdale,Arizona,203.18,2,15.24,March 2013,3,,8%,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset
CA-2012-124919,5/31/2012,6/2/2012,StephaniePhelps@gmail.com,United States,San Jose,California,58.38,7,26.27,May 2012,2,,45%,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes
CA-2012-124919,5/31/2012,6/2/2012,StephaniePhelps@gmail.com,United States,San Jose,California,105.52,4,48.54,May 2012,2,,46%,Paper,Xerox 1883
CA-2012-124919,5/31/2012,6/2/2012,StephaniePhelps@gmail.com,United States,San Jose,California,80.88,6,21.03,May 2012,2,,26%,Storage,"Tenex Personal Project File with Scoop Front Design, Black"
CA-2012-118948,5/28/2012,6/3/2012,NeilKnudson@gmail.com,United States,Seattle,Washington,6.63,3,1.79,May 2012,6,,27%,Art,Newell 311
CA-2011-104269,3/1/2011,3/6/2011,DaveBrooks@gmail.com,United States,Seattle,Washington,457.57,2,51.48,March 2011,5,,11%,Chairs,Global Deluxe High-Back Manager's Chair
CA-2013-162733,5/12/2013,5/13/2013,TedTrevino@gmail.com,United States,Los Angeles,California,5.98,1,2.69,May 2013,1,,45%,Paper,Xerox 1920
CA-2013-154508,11/17/2013,11/21/2013,RubenDartt@gmail.com,United States,Carlsbad,New Mexico,28.4,5,13.35,November 2013,4,,47%,Envelopes,Staples
CA-2013-113817,11/8/2013,11/12/2013,MaxJones@gmail.com,United States,Seattle,Washington,27.68,2,9.69,November 2013,4,,35%,Binders,Wilson Jones International Size A4 Ring Binders
CA-2011-118962,8/5/2011,8/9/2011,ChadSievert@gmail.com,United States,Los Angeles,California,20.94,3,9.84,August 2011,4,,47%,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11"
CA-2011-118962,8/5/2011,8/9/2011,ChadSievert@gmail.com,United States,Los Angeles,California,110.96,2,53.26,August 2011,4,,48%,Paper,Xerox 1913
CA-2011-118962,8/5/2011,8/9/2011,ChadSievert@gmail.com,United States,Los Angeles,California,340.14,7,21.26,August 2011,4,,6%,Chairs,"Global Value Steno Chair, Gray"
CA-2011-123260,8/26/2011,8/30/2011,FrankMerwin@gmail.com,United States,Los Angeles,California,176.8,8,22.98,August 2011,4,,13%,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card
CA-2012-131457,10/31/2012,11/6/2012,MaryZewe@gmail.com,United States,Redlands,California,14.28,7,6.71,October 2012,6,,47%,Envelopes,Poly String Tie Envelopes
CA-2011-133690,8/3/2011,8/5/2011,BruceStewart@gmail.com,United States,Denver,Colorado,218.75,2,-161.88,August 2011,2,,-74%,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables
CA-2011-133690,8/3/2011,8/5/2011,BruceStewart@gmail.com,United States,Denver,Colorado,2.6,1,0.29,August 2011,2,,11%,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack"
CA-2014-108329,12/10/2014,12/15/2014,LaurelElliston@gmail.com,United States,Whittier,California,444.77,4,44.48,December 2014,5,,10%,Phones,Nortel Business Series Terminal T7208 Digital phone
CA-2013-130162,10/29/2013,11/2/2013,JonathanHowell@gmail.com,United States,Los Angeles,California,93.06,6,26.06,October 2013,4,,28%,Storage,"Personal Filing Tote with Lid, Black/Gray"
CA-2013-130162,10/29/2013,11/2/2013,JonathanHowell@gmail.com,United States,Los Angeles,California,302.38,3,22.68,October 2013,4,,8%,Phones,Adtran 1202752G1
CA-2014-160514,11/13/2014,11/17/2014,DavidBremer@gmail.com,United States,Santa Clara,California,10.56,2,4.75,November 2014,4,,45%,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
CA-2013-154739,12/11/2013,12/16/2013,LoganHaushalter@gmail.com,United States,San Francisco,California,321.57,2,28.14,December 2013,5,,9%,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"
CA-2013-145625,9/12/2013,9/18/2013,KellyCollister@gmail.com,United States,San Diego,California,7.61,1,3.58,September 2013,6,,47%,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"
CA-2013-145625,9/12/2013,9/18/2013,KellyCollister@gmail.com,United States,San Diego,California,3347.37,13,636,September 2013,6,,19%,Accessories,Logitech P710e Mobile Speakerphone
CA-2012-155040,11/10/2012,11/15/2012,AlanHwang@gmail.com,United States,Brentwood,California,79.9,2,35.16,November 2012,5,,44%,Accessories,Microsoft Sculpt Comfort Mouse
CA-2014-163979,12/29/2014,1/3/2015,KristenHastings@gmail.com,United States,San Francisco,California,725.84,4,210.49,December 2014,5,,29%,Storage,Adjustable Depth Letter/Legal Cart
CA-2012-155334,7/30/2012,7/31/2012,HelenAndreada@gmail.com,United States,San Francisco,California,209.93,7,92.37,July 2012,1,,44%,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
CA-2012-155334,7/30/2012,7/31/2012,HelenAndreada@gmail.com,United States,San Francisco,California,5.28,3,2.32,July 2012,1,,44%,Furnishings,Regeneration Desk Collection
CA-2012-155334,7/30/2012,7/31/2012,HelenAndreada@gmail.com,United States,San Francisco,California,10.92,3,4.1,July 2012,1,,38%,Binders,Presstex Flexible Ring Binders
CA-2014-118136,9/17/2014,9/18/2014,BarryBlumstein@gmail.com,United States,Inglewood,California,8.82,2,4.06,September 2014,1,,46%,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"
CA-2014-118136,9/17/2014,9/18/2014,BarryBlumstein@gmail.com,United States,Inglewood,California,5.98,1,1.55,September 2014,1,,26%,Art,Newell 330
CA-2012-130890,11/2/2012,11/6/2012,JasO'Carroll@gmail.com,United States,Los Angeles,California,1038.84,5,51.94,November 2012,4,,5%,Tables,"Bevis Round Bullnose 29"" High Table Top"
CA-2012-130883,9/26/2012,10/2/2012,TracyBlumstein@gmail.com,United States,Portland,Oregon,141.76,5,47.84,September 2012,6,,34%,Paper,Staples
CA-2012-130883,9/26/2012,10/2/2012,TracyBlumstein@gmail.com,United States,Portland,Oregon,239.8,5,47.96,September 2012,6,,20%,Accessories,Microsoft Arc Touch Mouse
CA-2012-130883,9/26/2012,10/2/2012,TracyBlumstein@gmail.com,United States,Portland,Oregon,31.1,6,10.89,September 2012,6,,35%,Paper,Xerox 216
CA-2011-111451,12/26/2011,12/28/2011,KellyLampkin@gmail.com,United States,Colorado Springs,Colorado,300.42,8,78.86,December 2011,2,,26%,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock"
CA-2011-111451,12/26/2011,12/28/2011,KellyLampkin@gmail.com,United States,Colorado Springs,Colorado,230.35,3,20.16,December 2011,2,,9%,Chairs,Global Deluxe Office Fabric Chairs
CA-2011-111451,12/26/2011,12/28/2011,KellyLampkin@gmail.com,United States,Colorado Springs,Colorado,218.35,3,-24.56,December 2011,2,,-11%,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection
CA-2011-111451,12/26/2011,12/28/2011,KellyLampkin@gmail.com,United States,Colorado Springs,Colorado,78.6,5,-62.88,December 2011,2,,-80%,Binders,Ibico Laser Imprintable Binding System Covers
CA-2011-111451,12/26/2011,12/28/2011,KellyLampkin@gmail.com,United States,Colorado Springs,Colorado,27.55,3,9.3,December 2011,2,,34%,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box"
CA-2013-142902,9/13/2013,9/15/2013,BenPeterman@gmail.com,United States,Arvada,Colorado,15.14,4,3.59,September 2013,2,,24%,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings
CA-2013-142902,9/13/2013,9/15/2013,BenPeterman@gmail.com,United States,Arvada,Colorado,466.77,2,52.51,September 2013,2,,11%,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
CA-2013-142902,9/13/2013,9/15/2013,BenPeterman@gmail.com,United States,Arvada,Colorado,15.23,1,1.71,September 2013,2,,11%,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany"
CA-2013-142902,9/13/2013,9/15/2013,BenPeterman@gmail.com,United States,Arvada,Colorado,6.26,3,2.04,September 2013,2,,33%,Labels,Avery 509
CA-2011-156601,9/19/2011,9/24/2011,FrankAtkinson@gmail.com,United States,Long Beach,California,7.16,2,3.58,September 2011,5,,50%,Fasteners,OIC Binder Clips
CA-2013-162138,4/24/2013,4/28/2013,GraceKelly@gmail.com,United States,Hesperia,California,251.52,6,81.74,April 2013,4,,32%,Binders,Ibico Laser Imprintable Binding System Covers
CA-2013-162138,4/24/2013,4/28/2013,GraceKelly@gmail.com,United States,Hesperia,California,99.99,1,35,April 2013,4,,35%,Accessories,Logitech Wireless Headset h800
CA-2012-137946,9/1/2012,9/4/2012,DougBickford@gmail.com,United States,Los Angeles,California,4.75,1,1.6,September 2012,3,,34%,Binders,Storex Dura Pro Binders
CA-2012-137946,9/1/2012,9/4/2012,DougBickford@gmail.com,United States,Los Angeles,California,959.98,2,335.99,September 2012,3,,35%,Copiers,Hewlett Packard LaserJet 3310 Copier
CA-2012-137946,9/1/2012,9/4/2012,DougBickford@gmail.com,United States,Los Angeles,California,14.37,4,4.49,September 2012,3,,31%,Binders,Avery Non-Stick Binders
CA-2011-129924,7/12/2011,7/17/2011,AlyssaCrouse@gmail.com,United States,San Francisco,California,7.71,2,2.8,July 2011,5,,36%,Binders,Tuff Stuff Recycled Round Ring Binders
CA-2011-129924,7/12/2011,7/17/2011,AlyssaCrouse@gmail.com,United States,San Francisco,California,698.35,3,-17.46,July 2011,5,,-3%,Tables,Hon 5100 Series Wood Tables
CA-2012-128167,6/22/2012,6/26/2012,KenLonsdale@gmail.com,United States,Layton,Utah,4.96,4,2.33,June 2012,4,,47%,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black"
CA-2014-169901,6/16/2014,6/20/2014,ClayCheatham@gmail.com,United States,San Francisco,California,47.98,3,4.8,June 2014,4,,10%,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5
CA-2011-123344,9/24/2011,9/29/2011,JuliaDunbar@gmail.com,United States,San Francisco,California,211.96,4,8.48,September 2011,5,,4%,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black"
US-2011-119137,7/23/2011,7/27/2011,ArthurGainer@gmail.com,United States,Tucson,Arizona,8.16,5,-5.71,July 2011,4,,-70%,Binders,Wilson Jones Custom Binder Spines & Labels
US-2011-119137,7/23/2011,7/27/2011,ArthurGainer@gmail.com,United States,Tucson,Arizona,1023.94,8,179.19,July 2011,4,,18%,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router
US-2011-119137,7/23/2011,7/27/2011,ArthurGainer@gmail.com,United States,Tucson,Arizona,9.24,1,0.92,July 2011,4,,10%,Art,Newell 324
US-2011-119137,7/23/2011,7/27/2011,ArthurGainer@gmail.com,United States,Tucson,Arizona,479.04,10,-29.94,July 2011,4,,-6%,Accessories,Microsoft Natural Keyboard Elite
CA-2013-134775,10/29/2013,10/30/2013,AlejandroSavely@gmail.com,United States,San Francisco,California,50.96,7,25.48,October 2013,1,,50%,Paper,Southworth Structures Collection
CA-2013-134775,10/29/2013,10/30/2013,AlejandroSavely@gmail.com,United States,San Francisco,California,49.54,3,17.34,October 2013,1,,35%,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8"""
US-2011-135972,9/21/2011,9/23/2011,JackGarza@gmail.com,United States,Des Moines,Washington,246.38,2,27.72,September 2011,2,,11%,Phones,Nortel Meridian M3904 Professional Digital phone
US-2011-135972,9/21/2011,9/23/2011,JackGarza@gmail.com,United States,Des Moines,Washington,1799.97,3,701.99,September 2011,2,,39%,Copiers,Canon PC1080F Personal Copier
CA-2014-102946,7/1/2014,7/6/2014,VictorPreis@gmail.com,United States,Las Vegas,Nevada,75.79,3,25.58,July 2014,5,,34%,Binders,Tuf-Vin Binders
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,United States,San Francisco,California,179.95,5,37.79,December 2014,4,,21%,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,United States,San Francisco,California,1199.98,3,434.99,December 2014,4,,36%,Copiers,Sharp AL-1530CS Digital Copier
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,United States,San Francisco,California,27.15,5,13.3,December 2014,4,,49%,Paper,"Wirebound Message Book, 4 per Page"
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,United States,San Francisco,California,1004.02,7,-112.95,December 2014,4,,-11%,Tables,"Bevis Round Conference Table Top, X-Base"
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,United States,San Francisco,California,9.68,1,4.65,December 2014,4,,48%,Paper,"Wirebound Service Call Books, 5 1/2"" x 4"""
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,United States,San Francisco,California,28.35,9,13.61,December 2014,4,,48%,Labels,Self-Adhesive Removable Labels
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,United States,San Francisco,California,55.98,1,27.43,December 2014,4,,49%,Paper,Xerox 1908
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,United States,San Francisco,California,1336.83,13,31.45,December 2014,4,,2%,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine
CA-2014-117457,12/9/2014,12/13/2014,KeithHerrera@gmail.com,United States,San Francisco,California,113.57,2,-18.45,December 2014,4,,-16%,Chairs,Novimex High-Tech Fabric Mesh Task Chair
CA-2014-142636,11/4/2014,11/8/2014,KimberlyCarter@gmail.com,United States,Seattle,Washington,139.86,7,65.73,November 2014,4,,47%,Paper,Xerox 191
CA-2014-142636,11/4/2014,11/8/2014,KimberlyCarter@gmail.com,United States,Seattle,Washington,307.14,4,26.87,November 2014,4,,9%,Chairs,Global Deluxe Office Fabric Chairs
CA-2014-122105,6/25/2014,6/29/2014,CarolineJumper@gmail.com,United States,Huntington Beach,California,95.92,8,25.9,June 2014,4,,27%,Art,Bulldog Vacuum Base Pencil Sharpener
CA-2013-148796,4/15/2013,4/19/2013,PhilipBrown@gmail.com,United States,Los Angeles,California,383.8,5,38.38,April 2013,4,,10%,Chairs,Bevis Steel Folding Chairs
CA-2014-110478,3/5/2014,3/10/2014,SungPak@gmail.com,United States,Los Angeles,California,9.32,4,2.7,March 2014,5,,29%,Art,American Pencil
CA-2014-110478,3/5/2014,3/10/2014,SungPak@gmail.com,United States,Los Angeles,California,15.25,1,7.02,March 2014,5,,46%,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window"
CA-2011-142048,6/22/2011,6/25/2011,JoelEaton@gmail.com,United States,Louisville,Colorado,196.75,6,56.57,June 2011,3,,29%,Accessories,KeyTronic 6101 Series - Keyboard - Black
US-2011-110674,2/13/2011,2/19/2011,SanjitChand@gmail.com,United States,Concord,California,129.57,2,-24.29,February 2011,6,,-19%,Chairs,"Global Geo Office Task Chair, Gray"
CA-2012-109638,12/15/2012,12/22/2012,JosephHolt@gmail.com,United States,Seattle,Washington,103.92,4,36.37,December 2012,7,,35%,Appliances,3M Office Air Cleaner
CA-2012-109638,12/15/2012,12/22/2012,JosephHolt@gmail.com,United States,Seattle,Washington,899.91,9,377.96,December 2012,7,,42%,Accessories,Logitech G700s Rechargeable Gaming Mouse
CA-2012-109638,12/15/2012,12/22/2012,JosephHolt@gmail.com,United States,Seattle,Washington,51.31,3,18.6,December 2012,7,,36%,Binders,Acco D-Ring Binder w/DublLock
CA-2013-109869,4/23/2013,4/30/2013,TanjaNorvell@gmail.com,United States,Phoenix,Arizona,23.56,5,7.07,April 2013,7,,30%,Furnishings,Eldon Wave Desk Accessories
CA-2013-109869,4/23/2013,4/30/2013,TanjaNorvell@gmail.com,United States,Phoenix,Arizona,1272.63,6,-814.48,April 2013,7,,-64%,Tables,Bush Advantage Collection Racetrack Conference Table
CA-2013-109869,4/23/2013,4/30/2013,TanjaNorvell@gmail.com,United States,Phoenix,Arizona,28.49,5,-20.89,April 2013,7,,-73%,Binders,Poly Designer Cover & Back
CA-2013-109869,4/23/2013,4/30/2013,TanjaNorvell@gmail.com,United States,Phoenix,Arizona,185.38,2,-34.76,April 2013,7,,-19%,Supplies,Premier Electric Letter Opener
CA-2013-109869,4/23/2013,4/30/2013,TanjaNorvell@gmail.com,United States,Phoenix,Arizona,78.27,2,5.87,April 2013,7,,7%,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote"
CA-2011-144666,11/9/2011,11/11/2011,JeremyPistek@gmail.com,United States,San Francisco,California,340.92,3,3.41,November 2011,2,,1%,Storage,SAFCO Boltless Steel Shelving
CA-2011-144666,11/9/2011,11/11/2011,JeremyPistek@gmail.com,United States,San Francisco,California,222.67,2,10.48,November 2011,2,,5%,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish"
CA-2011-144666,11/9/2011,11/11/2011,JeremyPistek@gmail.com,United States,San Francisco,California,703.97,4,88,November 2011,2,,13%,Phones,Samsung Galaxy Note 3
CA-2011-144666,11/9/2011,11/11/2011,JeremyPistek@gmail.com,United States,San Francisco,California,92.52,6,24.98,November 2011,2,,27%,Storage,"Decoflex Hanging Personal Folder File, Blue"
CA-2011-144666,11/9/2011,11/11/2011,JeremyPistek@gmail.com,United States,San Francisco,California,62.65,7,28.82,November 2011,2,,46%,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
CA-2011-144666,11/9/2011,11/11/2011,JeremyPistek@gmail.com,United States,San Francisco,California,94.85,5,45.53,November 2011,2,,48%,Paper,Xerox 1912
CA-2013-103891,7/13/2013,7/20/2013,KristenHastings@gmail.com,United States,Los Angeles,California,95.76,6,7.18,July 2013,7,,7%,Phones,Cisco SPA525G2 IP Phone - Wireless
